DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.12. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,
        Datum,    L,    K,   KR,   K15,   K30,   K60,  KR15,  KR30,  KR60,   L15,   L30,   L60,  batt
Units,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,
04.01. 14:00 ,  0.0,  0.0,  0.0, 28.32, 16.80, 35.47, 21.81, 18.62, 32.74, 34.42, 16.71, -0.22, 12.67
04.01. 14:30 ,  0.0,  0.0,  0.0, 28.35, 16.83, 35.50, 21.78, 18.64, 32.72, 34.48, 16.73, -0.22, 12.68
04.01. 15:00 ,  0.0,  0.0,  0.0, 28.37, 16.87, 35.47, 21.78, 18.64, 32.74, 34.51, 16.73, -0.22, 12.67
04.01. 15:30 ,  0.0,  0.0,  0.0, 28.37, 16.92, 35.47, 21.78, 18.66, 32.72, 34.51, 16.76, -0.22, 12.67
04.01. 16:00 ,  0.0,  0.0,  0.0, 28.40, 16.94, 35.47, 21.78, 18.71, 32.74, 34.54, 16.76, -0.22, 12.67
04.01. 16:30 ,  0.0,  0.0,  0.0, 28.42, 16.99, 35.43, 21.76, 18.73, 32.74, 34.59, 16.78, -0.22, 12.67
04.01. 17:00 ,  0.0,  0.0,  0.0, 28.42, 17.04, 35.47, 21.78, 18.73, 32.74, 34.59, 16.80, -0.22, 12.67
04.01. 17:30 ,  0.0,  0.0,  0.0, 28.45, 17.06, 35.47, 21.74, 18.76, 32.72, 34.65, 16.80, -0.22, 12.67
04.01. 18:00 ,  0.0,  0.0,  0.0, 28.45, 17.08, 35.47, 21.74, 18.78, 32.74, 34.65, 16.80, -0.22, 12.67
04.01. 18:30 ,  0.0,  0.0,  0.0, 28.48, 17.13, 35.43, 21.71, 18.80, 32.72, 34.68, 16.83, -0.22, 12.67
04.01. 19:00 ,  0.0,  0.0,  0.0, 28.48, 17.17, 35.43, 21.71, 18.83, 32.69, 34.68, 16.85, -0.22, 12.67
04.01. 19:30 ,  0.0,  0.0,  0.0, 28.48, 17.17, 35.43, 21.69, 18.85, 32.72, 34.68, 16.85, -0.22, 12.67
04.01. 20:00 ,  0.0,  0.0,  0.0, 28.48, 17.22, 35.43, 21.69, 18.87, 32.72, 34.68, 16.85, -0.22, 12.67
04.01. 20:30 ,  0.0,  0.0,  0.0, 28.50, 17.27, 35.47, 21.69, 18.90, 32.69, 34.74, 16.87, -0.22, 12.67
04.01. 21:00 ,  0.0,  0.0,  0.0, 28.50, 17.29, 35.47, 21.67, 18.92, 32.69, 34.74, 16.87, -0.22, 12.67
04.01. 21:30 ,  0.0,  0.0,  0.0, 28.50, 17.31, 35.47, 21.64, 18.94, 32.69, 34.74, 16.87, -0.22, 12.67
04.01. 22:00 ,  0.0,  0.0,  0.0, 28.50, 17.34, 35.43, 21.67, 18.97, 32.72, 34.76, 16.90, -0.22, 12.67
04.01. 22:30 ,  0.0,  0.0,  0.0, 28.50, 17.38, 35.43, 21.62, 18.99, 32.69, 34.74, 16.92, -0.22, 12.67
04.01. 23:00 ,  0.0,  0.0,  0.0, 28.50, 17.38, 35.39, 21.62, 18.99, 32.69, 34.76, 16.92, -0.22, 12.66
04.01. 23:30 ,  0.0,  0.0,  0.0, 28.50, 17.41, 35.43, 21.64, 19.04, 32.69, 34.76, 16.94, -0.22, 12.67
05.01. 00:00 ,  0.0,  0.0,  0.0, 28.53, 17.45, 35.43, 21.60, 19.04, 32.69, 34.79, 16.92, -0.22, 12.67
05.01. 00:30 ,  0.0,  0.0,  0.0, 28.53, 17.45, 35.43, 21.57, 19.06, 32.69, 34.76, 16.94, -0.22, 12.67
05.01. 01:00 ,  0.0,  0.0,  0.0, 28.50, 17.50, 35.43, 21.57, 19.08, 32.69, 34.76, 16.94, -0.22, 12.67
05.01. 01:30 ,  0.0,  0.0,  0.0, 28.50, 17.52, 35.43, 21.55, 19.11, 32.69, 34.76, 16.94, -0.22, 12.67
05.01. 02:00 ,  0.0,  0.0,  0.0, 28.50, 17.52, 35.39, 21.55, 19.13, 32.72, 34.76, 16.97, -0.22, 12.67
05.01. 02:30 ,  0.0,  0.0,  0.0, 28.50, 17.57, 35.39, 21.55, 19.11, 32.69, 34.79, 16.97, -0.22, 12.67
05.01. 03:00 ,  0.0,  0.0,  0.0, 28.53, 17.59, 35.43, 21.55, 19.15, 32.72, 34.79, 16.97, -0.22, 12.67
05.01. 03:30 ,  0.0,  0.0,  0.0, 28.53, 17.59, 35.39, 21.53, 19.15, 32.69, 34.79, 16.99, -0.22, 12.67
05.01. 04:00 ,  0.0,  0.0,  0.1, 28.53, 17.62, 35.43, 21.50, 19.18, 32.72, 34.79, 16.99, -0.22, 12.67
05.01. 04:30 ,  0.0,  0.0,  0.2, 28.50, 17.64, 35.39, 21.50, 19.18, 32.69, 34.79, 16.99, -0.22, 12.67
05.01. 05:00 ,  0.0,  0.0,  0.3, 28.50, 17.66, 35.39, 21.50, 19.20, 32.69, 34.79, 17.01, -0.22, 12.67
05.01. 05:30 ,  0.0,  0.0,  0.1, 28.50, 17.66, 35.39, 21.53, 19.22, 32.72, 34.82, 16.99, -0.22, 12.67
05.01. 06:00 ,  0.0,  0.0,  0.0, 28.53, 17.69, 35.39, 21.53, 19.22, 32.72, 34.82, 17.01, -0.22, 12.67
05.01. 06:30 ,  0.0,  0.0,  0.1, 28.50, 17.69, 35.43, 21.55, 19.22, 32.72, 34.79, 17.01, -0.22, 12.67
05.01. 07:00 ,  0.0,  0.0,  0.1, 28.53, 17.71, 35.39, 21.57, 19.27, 32.69, 34.79, 17.04, -0.22, 12.67
05.01. 07:30 ,  0.0,  0.0,  0.0, 28.53, 17.73, 35.39, 21.57, 19.29, 32.69, 34.79, 17.04, -0.22, 12.67
05.01. 08:00 ,  0.0,  0.0,  0.0, 28.53, 17.73, 35.36, 21.60, 19.27, 32.69, 34.82, 17.04, -0.22, 12.67
05.01. 08:30 ,  0.0,  0.0,  0.0, 28.53, 17.76, 35.36, 21.60, 19.29, 32.69, 34.79, 17.06, -0.22, 12.67
05.01. 09:00 ,  0.0,  0.0,  0.0, 28.53, 17.78, 35.39, 21.60, 19.32, 32.69, 34.82, 17.06, -0.22, 12.67
05.01. 09:30 ,  0.0,  0.0,  0.0, 28.55, 17.78, 35.39, 21.62, 19.32, 32.72, 34.85, 17.04, -0.22, 12.67
05.01. 10:00 ,  0.0,  0.0,  0.0, 28.55, 17.80, 35.39, 21.60, 19.34, 32.69, 34.82, 17.06, -0.22, 12.67
05.01. 10:30 ,  0.0,  0.0,  0.0, 28.55, 17.85, 35.39, 21.60, 19.34, 32.72, 34.85, 17.06, -0.22, 12.67
05.01. 11:00 ,  0.0,  0.0,  0.1, 28.55, 17.85, 35.36, 21.60, 19.36, 32.69, 34.85, 17.06, -0.22, 12.67
05.01. 11:30 ,  0.0,  0.0,  0.0, 28.55, 17.85, 35.39, 21.60, 19.39, 32.69, 34.85, 17.06, -0.22, 12.67
05.01. 12:00 ,  0.0,  0.0,  0.0, 28.55, 17.87, 35.36, 21.60, 19.39, 32.66, 34.85, 17.11, -0.22, 12.67
05.01. 12:30 ,  0.0,  0.0,  0.0, 28.55, 17.90, 35.39, 21.60, 19.39, 32.69, 34.85, 17.08, -0.22, 12.67
05.01. 13:00 ,  0.0,  0.0,  0.0, 28.55, 17.90, 35.36, 21.60, 19.43, 32.69, 34.88, 17.08, -0.22, 12.67
05.01. 13:30 ,  0.0,  0.0,  0.0, 28.58, 17.92, 35.39, 21.60, 19.43, 32.69, 34.88, 17.11, -0.22, 12.67
05.01. 14:00 ,  0.0,  0.0,  0.0, 28.55, 17.94, 35.39, 21.57, 19.46, 32.69, 34.88, 17.08, -0.22, 12.67
05.01. 14:30 ,  0.0,  0.0,  0.0, 28.55, 17.94, 35.36, 21.60, 19.46, 32.69, 34.88, 17.11, -0.22, 12.66
05.01. 15:00 ,  0.0,  0.0,  0.0, 28.58, 17.97, 35.36, 21.57, 19.48, 32.69, 34.88, 17.13, -0.22, 12.67
05.01. 15:30 ,  0.0,  0.0,  0.0, 28.58, 17.97, 35.39, 21.57, 19.48, 32.69, 34.88, 17.11, -0.22, 12.67
05.01. 16:00 ,  0.0,  0.0,  0.0, 28.58, 17.99, 35.39, 21.55, 19.50, 32.72, 34.88, 17.11, -0.22, 12.67
05.01. 16:30 ,  0.0,  0.0,  0.0, 28.58, 18.01, 35.39, 21.57, 19.50, 32.69, 34.88, 17.13, -0.22, 12.67
05.01. 17:00 ,  0.0,  0.0,  0.0, 28.58, 18.01, 35.39, 21.55, 19.53, 32.72, 34.91, 17.13, -0.22, 12.67
05.01. 17:30 ,  0.0,  0.0,  0.0, 28.58, 18.04, 35.36, 21.53, 19.55, 32.69, 34.88, 17.13, -0.22, 12.67
05.01. 18:00 ,  0.0,  0.0,  0.0, 28.58, 18.04, 35.39, 21.53, 19.55, 32.69, 34.88, 17.13, -0.22, 12.67
05.01. 18:30 ,  0.0,  0.0,  0.0, 28.58, 18.04, 35.36, 21.53, 19.55, 32.69, 34.88, 17.15, -0.22, 12.67
05.01. 19:00 ,  0.0,  0.0,  0.0, 28.55, 18.06, 35.39, 21.50, 19.60, 32.72, 34.88, 17.15, -0.22, 12.67
05.01. 19:30 ,  0.0,  0.0,  0.0, 28.58, 18.06, 35.39, 21.48, 19.57, 32.69, 34.91, 17.15, -0.22, 12.67
05.01. 20:00 ,  0.0,  0.0,  0.0, 28.55, 18.06, 35.39, 21.48, 19.60, 32.72, 34.88, 17.17, -0.22, 12.67
05.01. 20:30 ,  0.0,  0.0,  0.0, 28.58, 18.08, 35.36, 21.48, 19.62, 32.69, 34.88, 17.17, -0.22, 12.67
05.01. 21:00 ,  0.0,  0.0,  0.0, 28.58, 18.11, 35.39, 21.46, 19.60, 32.69, 34.88, 17.17, -0.22, 12.67
05.01. 21:30 ,  0.0,  0.0,  0.0, 28.55, 18.08, 35.36, 21.46, 19.64, 32.69, 34.88, 17.17, -0.22, 12.67
05.01. 22:00 ,  0.0,  0.0,  0.0, 28.55, 18.11, 35.36, 21.43, 19.64, 32.69, 34.88, 17.17, -0.22, 12.66
05.01. 22:30 ,  0.0,  0.0,  0.0, 28.55, 18.13, 35.36, 21.43, 19.62, 32.69, 34.88, 17.17, -0.22, 12.67
05.01. 23:00 ,  0.0,  0.0,  0.0, 28.55, 18.13, 35.36, 21.43, 19.67, 32.69, 34.88, 17.20, -0.22, 12.66
05.01. 23:30 ,  0.0,  0.0,  0.0, 28.55, 18.13, 35.36, 21.41, 19.67, 32.69, 34.88, 17.20, -0.22, 12.66
06.01. 00:00 ,  0.0,  0.0,  0.0, 28.55, 18.13, 35.32, 21.41, 19.67, 32.72, 34.88, 17.20, -0.22, 12.66
06.01. 00:30 ,  0.0,  0.0,  0.0, 28.55, 18.15, 35.36, 21.39, 19.69, 32.72, 34.85, 17.20, -0.22, 12.67
06.01. 01:00 ,  0.0,  0.0,  0.0, 28.55, 18.15, 35.39, 21.39, 19.69, 32.69, 34.88, 17.22, -0.22, 12.67
06.01. 01:30 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.36, 21.39, 19.69, 32.69, 34.85, 17.22, -0.22, 12.67
06.01. 02:00 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.36, 21.36, 19.71, 32.69, 34.85, 17.22, -0.22, 12.66
06.01. 02:30 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.36, 21.34, 19.71, 32.69, 34.85, 17.22, -0.22, 12.66
06.01. 03:00 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.39, 21.34, 19.73, 32.69, 34.85, 17.22, -0.22, 12.66
06.01. 03:30 ,  0.0,  0.0,  0.0, 28.53, 18.18, 35.39, 21.34, 19.73, 32.69, 34.85, 17.22, -0.22, 12.66
06.01. 04:00 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.36, 21.32, 19.73, 32.69, 34.85, 17.24, -0.22, 12.66
06.01. 04:30 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.39, 21.32, 19.76, 32.72, 34.85, 17.24, -0.22, 12.66
06.01. 05:00 ,  0.0,  0.0,  0.0, 28.55, 18.20, 35.36, 21.32, 19.76, 32.69, 34.85, 17.24, -0.22, 12.66
06.01. 05:30 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.36, 21.29, 19.76, 32.69, 34.85, 17.27, -0.22, 12.66
06.01. 06:00 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.36, 21.29, 19.73, 32.72, 34.85, 17.24, -0.22, 12.66
06.01. 06:30 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.36, 21.27, 19.76, 32.72, 34.85, 17.24, -0.22, 12.66
06.01. 07:00 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.39, 21.27, 19.76, 32.69, 34.82, 17.24, -0.22, 12.66
06.01. 07:30 ,  0.0,  0.0,  0.0, 28.50, 18.20, 35.36, 21.25, 19.76, 32.72, 34.82, 17.24, -0.22, 12.66
06.01. 08:00 ,  0.0,  0.0,  0.0, 28.50, 18.22, 35.36, 21.25, 19.76, 32.72, 34.82, 17.27, -0.22, 12.66
06.01. 08:30 ,  0.0,  0.0,  0.0, 28.50, 18.20, 35.36, 21.22, 19.78, 32.72, 34.82, 17.27, -0.22, 12.66
06.01. 09:00 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.36, 21.22, 19.78, 32.72, 34.82, 17.24, -0.22, 12.66
06.01. 09:30 ,  0.0,  0.0,  0.0, 28.50, 18.22, 35.36, 21.18, 19.76, 32.69, 34.82, 17.24, -0.22, 12.66
06.01. 10:00 ,  0.0,  0.0,  0.0, 28.50, 18.22, 35.36, 21.20, 19.78, 32.69, 34.82, 17.27, -0.22, 12.66
06.01. 10:30 ,  0.0,  0.0,  0.0, 28.50, 18.22, 35.36, 21.18, 19.80, 32.72, 34.82, 17.24, -0.22, 12.66
06.01. 11:00 ,  0.0,  0.0,  0.0, 28.50, 18.22, 35.39, 21.18, 19.80, 32.69, 34.79, 17.24, -0.22, 12.66
06.01. 11:30 ,  0.0,  0.0,  0.0, 28.50, 18.20, 35.36, 21.15, 19.80, 32.72, 34.79, 17.27, -0.22, 12.66
06.01. 12:00 ,  0.0,  0.0,  0.0, 28.48, 18.22, 35.36, 21.15, 19.80, 32.69, 34.79, 17.27, -0.22, 12.66
06.01. 12:30 ,  0.0,  0.0,  0.0, 28.48, 18.22, 35.36, 21.13, 19.80, 32.69, 34.79, 17.27, -0.22, 12.66
06.01. 13:00 ,  0.0,  0.0,  0.0, 28.48, 18.22, 35.36, 21.11, 19.80, 32.69, 34.82, 17.27, -0.22, 12.65
06.01. 13:30 ,  0.0,  0.0,  0.0, 28.48, 18.20, 35.36, 21.13, 19.80, 32.72, 34.79, 17.27, -0.22, 12.66
06.01. 14:00 ,  0.0,  0.0,  0.0, 28.48, 18.22, 35.32, 21.11, 19.80, 32.72, 34.76, 17.27, -0.22, 12.66
06.01. 14:30 ,  0.0,  0.0,  0.0, 28.45, 18.22, 35.36, 21.08, 19.83, 32.72, 34.82, 17.27, -0.22, 12.66
06.01. 15:00 ,  0.0,  0.0,  0.0, 28.45, 18.20, 35.36, 21.08, 19.80, 32.69, 34.76, 17.27, -0.22, 12.66
06.01. 15:30 ,  0.0,  0.0,  0.0, 28.45, 18.20, 35.36, 21.06, 19.80, 32.72, 34.76, 17.27, -0.22, 12.66
06.01. 16:00 ,  0.0,  0.0,  0.0, 28.45, 18.20, 35.32, 21.06, 19.80, 32.72, 34.76, 17.29, -0.22, 12.66
06.01. 16:30 ,  0.0,  0.0,  0.0, 28.43, 18.20, 35.36, 21.06, 19.83, 32.69, 34.76, 17.27, -0.22, 12.66
06.01. 17:00 ,  0.0,  0.0,  0.1, 28.45, 18.20, 35.36, 21.06, 19.80, 32.72, 34.74, 17.29, -0.22, 12.66
06.01. 17:30 ,  0.0,  0.0,  0.0, 28.42, 18.20, 35.36, 21.04, 19.80, 32.74, 34.76, 17.27, -0.22, 12.66
06.01. 18:00 ,  0.0,  0.0,  0.0, 28.42, 18.20, 35.36, 21.01, 19.83, 32.72, 34.74, 17.29, -0.22, 12.66
06.01. 18:30 ,  0.0,  0.0,  0.0, 28.42, 18.18, 35.36, 21.04, 19.80, 32.72, 34.76, 17.29, -0.22, 12.66
06.01. 19:00 ,  0.0,  0.0,  0.0, 28.42, 18.20, 35.36, 20.99, 19.83, 32.72, 34.74, 17.29, -0.22, 12.66
06.01. 19:30 ,  0.0,  0.0,  0.0, 28.40, 18.20, 35.39, 20.99, 19.83, 32.72, 34.74, 17.29, -0.22, 12.66
06.01. 20:00 ,  0.0,  0.0,  0.0, 28.40, 18.20, 35.36, 20.99, 19.80, 32.72, 34.74, 17.29, -0.22, 12.66
06.01. 20:30 ,  0.0,  0.0,  0.0, 28.40, 18.18, 35.36, 20.97, 19.85, 32.72, 34.71, 17.29, -0.22, 12.66
06.01. 21:00 ,  0.0,  0.0,  0.0, 28.40, 18.20, 35.39, 20.97, 19.80, 32.72, 34.71, 17.27, -0.22, 12.66
06.01. 21:30 ,  0.0,  0.0,  0.0, 28.40, 18.18, 35.36, 20.95, 19.83, 32.69, 34.71, 17.27, -0.22, 12.66
06.01. 22:00 ,  0.0,  0.0,  0.0, 28.37, 18.18, 35.36, 20.95, 19.80, 32.72, 34.71, 17.29, -0.22, 12.66
06.01. 22:30 ,  0.0,  0.0,  0.0, 28.40, 18.18, 35.36, 20.95, 19.83, 32.74, 34.68, 17.29, -0.22, 12.66
06.01. 23:00 ,  0.0,  0.0,  0.0, 28.37, 18.18, 35.36, 20.92, 19.80, 32.72, 34.71, 17.29, -0.22, 12.66
06.01. 23:30 ,  0.0,  0.0,  0.0, 28.37, 18.18, 35.36, 20.92, 19.83, 32.74, 34.71, 17.29, -0.22, 12.66
07.01. 00:00 ,  0.0,  0.0,  0.0, 28.37, 18.18, 35.39, 20.90, 19.80, 32.72, 34.71, 17.29, -0.22, 12.66
07.01. 00:30 ,  0.0,  0.0,  0.0, 28.37, 18.15, 35.36, 20.90, 19.80, 32.69, 34.68, 17.27, -0.22, 12.66
07.01. 01:00 ,  0.0,  0.0,  0.0, 28.37, 18.18, 35.36, 20.90, 19.80, 32.74, 34.68, 17.29, -0.22, 12.66
07.01. 01:30 ,  0.0,  0.0,  0.0, 28.35, 18.15, 35.36, 20.88, 19.80, 32.72, 34.68, 17.29, -0.22, 12.66
07.01. 02:00 ,  0.0,  0.0,  0.0, 28.35, 18.15, 35.36, 20.88, 19.78, 32.72, 34.68, 17.29, -0.22, 12.66
07.01. 02:30 ,  0.0,  0.0,  0.0, 28.35, 18.15, 35.36, 20.88, 19.80, 32.72, 34.68, 17.27, -0.22, 12.66
07.01. 03:00 ,  0.0,  0.0,  0.0, 28.35, 18.15, 35.36, 20.88, 19.78, 32.74, 34.65, 17.27, -0.22, 12.66
07.01. 03:30 ,  0.0,  0.0,  0.0, 28.32, 18.15, 35.36, 20.85, 19.78, 32.72, 34.65, 17.29, -0.22, 12.66
07.01. 04:00 ,  0.0,  0.0,  0.0, 28.32, 18.13, 35.36, 20.81, 19.80, 32.72, 34.65, 17.27, -0.22, 12.66
07.01. 04:30 ,  0.0,  0.0,  0.0, 28.32, 18.13, 35.36, 20.83, 19.80, 32.72, 34.65, 17.27, -0.22, 12.66
07.01. 05:00 ,  0.0,  0.0,  0.0, 28.32, 18.13, 35.36, 20.81, 19.78, 32.72, 34.65, 17.27, -0.22, 12.66
07.01. 05:30 ,  0.0,  0.0,  0.0, 28.32, 18.11, 35.36, 20.81, 19.78, 32.69, 34.62, 17.27, -0.22, 12.66
07.01. 06:00 ,  0.0,  0.0,  0.0, 28.30, 18.13, 35.36, 20.78, 19.78, 32.72, 34.62, 17.24, -0.22, 12.66
07.01. 06:30 ,  0.0,  0.0,  0.0, 28.30, 18.11, 35.36, 20.78, 19.78, 32.72, 34.62, 17.24, -0.22, 12.66
07.01. 07:00 ,  0.0,  0.0,  0.6, 28.30, 18.11, 35.36, 20.78, 19.78, 32.72, 34.59, 17.27, -0.22, 12.66
07.01. 07:30 ,  0.0,  0.0,  0.5, 28.27, 18.11, 35.36, 20.78, 19.76, 32.72, 34.62, 17.27, -0.22, 12.65
07.01. 08:00 ,  0.0,  0.0,  0.2, 28.27, 18.08, 35.36, 20.85, 19.76, 32.72, 34.59, 17.27, -0.22, 12.66
07.01. 08:30 ,  0.0,  0.0,  0.1, 28.27, 18.08, 35.36, 20.90, 19.76, 32.72, 34.59, 17.27, -0.22, 12.66
07.01. 09:00 ,  0.0,  0.0,  0.1, 28.27, 18.08, 35.36, 20.97, 19.73, 32.72, 34.59, 17.24, -0.22, 12.66
07.01. 09:30 ,  0.0,  0.0,  0.1, 28.27, 18.08, 35.36, 21.04, 19.76, 32.74, 34.59, 17.24, -0.22, 12.66
07.01. 10:00 ,  0.0,  0.0,  0.0, 28.30, 18.06, 35.36, 21.08, 19.76, 32.72, 34.62, 17.27, -0.22, 12.66
07.01. 10:30 ,  0.0,  0.0,  0.0, 28.32, 18.08, 35.36, 21.15, 19.73, 32.72, 34.65, 17.27, -0.22, 12.65
07.01. 11:00 ,  0.0,  0.0,  0.0, 28.32, 18.08, 35.36, 21.18, 19.73, 32.72, 34.65, 17.24, -0.22, 12.66
07.01. 11:30 ,  0.0,  0.0,  0.0, 28.37, 18.08, 35.36, 21.20, 19.73, 32.72, 34.65, 17.24, -0.22, 12.66
07.01. 12:00 ,  0.0,  0.0,  0.0, 28.37, 18.06, 35.36, 21.25, 19.74, 32.72, 34.68, 17.22, -0.22, 12.65
07.01. 12:30 ,  0.0,  0.0,  0.0, 28.40, 18.08, 35.36, 21.25, 19.74, 32.72, 34.68, 17.24, -0.22, 12.66
07.01. 13:00 ,  0.0,  0.0,  0.0, 28.40, 18.08, 35.32, 21.27, 19.73, 32.72, 34.71, 17.24, -0.22, 12.65
07.01. 13:30 ,  0.0,  0.0,  0.0, 28.42, 18.08, 35.36, 21.29, 19.73, 32.72, 34.71, 17.24, -0.22, 12.66
07.01. 14:00 ,  0.0,  0.0,  0.0, 28.45, 18.08, 35.36, 21.29, 19.73, 32.74, 34.74, 17.24, -0.22, 12.65
07.01. 14:30 ,  0.0,  0.0,  0.0, 28.45, 18.08, 35.39, 21.34, 19.73, 32.69, 34.76, 17.24, -0.22, 12.66
07.01. 15:00 ,  0.0,  0.0,  0.0, 28.48, 18.11, 35.39, 21.34, 19.76, 32.72, 34.76, 17.24, -0.22, 12.66
07.01. 15:30 ,  0.0,  0.0,  0.0, 28.48, 18.11, 35.36, 21.34, 19.73, 32.72, 34.76, 17.27, -0.22, 12.66
07.01. 16:00 ,  0.0,  0.0,  0.0, 28.50, 18.11, 35.32, 21.34, 19.76, 32.74, 34.79, 17.24, -0.22, 12.66
07.01. 16:30 ,  0.0,  0.0,  0.0, 28.50, 18.13, 35.39, 21.34, 19.76, 32.72, 34.82, 17.24, -0.22, 12.66
07.01. 17:00 ,  0.0,  0.0,  0.0, 28.50, 18.13, 35.39, 21.32, 19.73, 32.74, 34.79, 17.29, -0.22, 12.66
07.01. 17:30 ,  0.0,  0.0,  0.0, 28.53, 18.15, 35.32, 21.34, 19.76, 32.74, 34.82, 17.27, -0.22, 12.66
07.01. 18:00 ,  0.0,  0.0,  0.0, 28.53, 18.15, 35.36, 21.34, 19.76, 32.72, 34.82, 17.27, -0.22, 12.66
07.01. 18:30 ,  0.0,  0.0,  0.0, 28.50, 18.15, 35.36, 21.34, 19.76, 32.72, 34.82, 17.27, -0.22, 12.66
07.01. 19:00 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.39, 21.34, 19.76, 32.72, 34.82, 17.29, -0.22, 12.67
07.01. 19:30 ,  0.0,  0.0,  0.0, 28.55, 18.18, 35.36, 21.34, 19.78, 32.72, 34.85, 17.29, -0.22, 12.66
07.01. 20:00 ,  0.0,  0.0,  0.0, 28.53, 18.20, 35.32, 21.34, 19.76, 32.72, 34.85, 17.29, -0.22, 12.66
07.01. 20:30 ,  0.0,  0.0,  0.0, 28.55, 18.20, 35.32, 21.34, 19.78, 32.72, 34.85, 17.29, -0.22, 12.66
07.01. 21:00 ,  0.0,  0.0,  0.0, 28.55, 18.20, 35.36, 21.32, 19.78, 32.74, 34.88, 17.29, -0.22, 12.66
07.01. 21:30 ,  0.0,  0.0,  0.1, 28.55, 18.22, 35.36, 21.34, 19.78, 32.74, 34.85, 17.29, -0.22, 12.66
07.01. 22:00 ,  0.0,  0.0,  0.0, 28.55, 18.22, 35.32, 21.32, 19.78, 32.74, 34.85, 17.29, -0.22, 12.66
07.01. 22:30 ,  0.0,  0.0,  0.0, 28.55, 18.22, 35.36, 21.32, 19.78, 32.72, 34.88, 17.29, -0.22, 12.66
07.01. 23:00 ,  0.0,  0.0,  0.0, 28.55, 18.22, 35.32, 21.29, 19.78, 32.72, 34.88, 17.29, -0.22, 12.66
07.01. 23:30 ,  0.0,  0.0,  0.0, 28.55, 18.25, 35.36, 21.32, 19.78, 32.72, 34.88, 17.31, -0.22, 12.66
08.01. 00:00 ,  0.0,  0.0,  0.0, 28.58, 18.25, 35.36, 21.32, 19.78, 32.72, 34.85, 17.31, -0.22, 12.65
08.01. 00:30 ,  0.0,  0.0,  0.0, 28.58, 18.25, 35.36, 21.34, 19.80, 32.72, 34.85, 17.31, -0.22, 12.65
08.01. 01:00 ,  0.0,  0.0,  0.0, 28.55, 18.25, 35.32, 21.32, 19.80, 32.69, 34.85, 17.31, -0.22, 12.66
08.01. 01:30 ,  0.0,  0.0,  0.0, 28.55, 18.27, 35.32, 21.29, 19.80, 32.74, 34.88, 17.34, -0.22, 12.65
08.01. 02:00 ,  0.0,  0.0,  0.0, 28.58, 18.27, 35.36, 21.29, 19.83, 32.74, 34.85, 17.31, -0.22, 12.65
08.01. 02:30 ,  0.0,  0.0,  0.0, 28.55, 18.27, 35.36, 21.29, 19.80, 32.72, 34.88, 17.31, -0.22, 12.65
08.01. 03:00 ,  0.0,  0.0,  0.0, 28.55, 18.27, 35.32, 21.29, 19.80, 32.72, 34.85, 17.31, -0.22, 12.66
08.01. 03:30 ,  0.0,  0.0,  0.0, 28.55, 18.27, 35.36, 21.27, 19.80, 32.72, 34.88, 17.34, -0.22, 12.65
08.01. 04:00 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.32, 21.27, 19.83, 32.72, 34.88, 17.34, -0.22, 12.65
08.01. 04:30 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.36, 21.25, 19.83, 32.72, 34.88, 17.31, -0.22, 12.65
08.01. 05:00 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.36, 21.25, 19.80, 32.72, 34.88, 17.31, -0.22, 12.65
08.01. 05:30 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.32, 21.22, 19.83, 32.74, 34.85, 17.34, -0.22, 12.65
08.01. 06:00 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.36, 21.22, 19.80, 32.72, 34.88, 17.34, -0.22, 12.64
08.01. 06:30 ,  0.0,  0.0,  0.0, 28.55, 18.29, 35.36, 21.25, 19.83, 32.74, 34.85, 17.36, -0.22, 12.65
08.01. 07:00 ,  0.0,  0.0,  0.0, 28.58, 18.29, 35.32, 21.22, 19.83, 32.72, 34.88, 17.34, -0.22, 12.65
08.01. 07:30 ,  0.0,  0.0,  0.0, 28.53, 18.29, 35.36, 21.22, 19.83, 32.72, 34.88, 17.34, -0.22, 12.65
